no.,Shipment Invoice No.,SCT Ref.No,Site,EQ No,Case No.,Pkg,Storage,Description,L(CM),W(CM),H(CM),CBM,N.W(kgs),G.W(kgs),Stack,HS Code,Currency,Price,Vessel,COE,POL,POD,ETD/ATD,ETA/ATA,DHL WH,DSV Indoor,DSV Al Markaz,AAA Storage,DSV Outdoor,DSV MZP,MOSB,Hauler Indoor,JDN MZD,Shifting,MIR,SHU,DAS,AGI,Source_Sheet,Status_WAREHOUSE,Status_SITE,Status_Current,Status_Location,Status_Location_Date,Status_Storage,wh handling,site handling,total handling,minus,final handling,SQM,고유 중복,Vendor,Source_Vendor,__case_key__,__dup_label__,Source_File,Status_Location_YearMonth,site_handling_original,total_handling_original,wh_handling_original,FLOW_CODE_ORIG,FLOW_OVERRIDE_REASON,FLOW_CODE,FLOW_DESCRIPTION,Final_Location
1472,HVDC-ADOPT-SIM-0038,,MIR,,,,,Celerol primer 918,,,,0.0,,,Non Stackable,3208 2090,USD,31.4,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1473,HVDC-ADOPT-SIM-0038,,MIR,,,,,Hardener 402,,,,0.0,,,Non Stackable,3911 9019,USD,30.32,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1474,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,Haku 5067,29.0,22.0,33.0,0.021054,4,5.3,Non Stackable,3814 0090,USD,177.28,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,0.06,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1475,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,Zinc Dust 7831,29.0,22.0,33.0,0.021054,2,3.6,Non Stackable,3208 9091,USD,130.68,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,0.06,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1476,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,Varnish_Alexit 461-12,29.0,22.0,33.0,0.021054,2.2,3.8,Non Stackable,3208 2090,USD,47.49,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,0.06,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1477,HVDC-ADOPT-SIM-0038,,MIR,,,,,Hardener 402,,,,0.0,,,Non Stackable,3911 9019,USD,30.32,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1478,HVDC-ADOPT-SIM-0038,,MIR,,,,,Zinc Dust 7831,,,,0.0,,,Non Stackable,3208 9091,USD,67.68,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1479,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,Tectyl 506,29.0,22.0,33.0,0.021054,0.45,1.5,Non Stackable,3824 9996,USD,10.67,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,0.06,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1480,HVDC-ADOPT-SIM-0038,,MIR,,,,,Loctite 243,,,,0.0,,,Non Stackable,3506 1000,USD,266.32,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1481,HVDC-ADOPT-SIM-0038,,MIR,,,,,Corrosion Proofing,,,,0.0,,,Non Stackable,3403 1910,USD,24.9,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1482,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,Martoxid ,52.0,50.0,40.0,0.104,7.35,22.35,Non Stackable,2818 2000,USD,1.85,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,0.26,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1483,HVDC-ADOPT-SIM-0038,,MIR,,,,,Sealing Compound Sikaflex - 221,,,,0.0,,,Non Stackable,3214 1010,USD,73.52,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1484,HVDC-ADOPT-SIM-0038,,MIR,,,,,Merkur 773,,,,0.0,,,Non Stackable,2712 1090,USD,134.37,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1485,HVDC-ADOPT-SIM-0038,,MIR,,,,,Grease Polylub,,,,0.0,,,Non Stackable,3403 1910,USD,794.68,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1486,HVDC-ADOPT-SIM-0038,,MIR,,,,,Grease Molykote ,,,,0.0,,,Non Stackable,3403 1910,USD,48.6,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1487,HVDC-ADOPT-SIM-0038,,MIR,,,,,Kluebersynth LR44-21,,,,0.0,,,Non Stackable,3403 1980,USD,249.99,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1488,HVDC-ADOPT-SIM-0038,,MIR,,,,,Syntheso Glep,,,,0.0,,,Non Stackable,3403 9900,USD,11.15,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1489,HVDC-ADOPT-SIM-0038,,MIR,,,,,Haku 1025 / 920,,,,0.0,,,Non Stackable,2710 1221,USD,232.64,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1490,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,Laquer Repair,29.0,22.0,33.0,0.021054,0.7,2.1,Non Stackable,3208 9091,USD,45.0,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,0.06,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1491,HVDC-ADOPT-SIM-0038,,MIR,,,,,Accelarator 125,,,,0.0,,,Non Stackable,3815 9090,USD,22.24,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1492,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,SF6-Gas 600L,263.0,97.0,135.0,3.443985,600,1250.0,Non Stackable,2812 9000,USD,40852.92,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,2.55,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1493,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,SF6-Gas 50L,140.0,100.0,65.0,0.91,250,485.0,Non Stackable,2812 9000,USD,16335.35,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,1.4,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1494,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,1646 RC-Divider,153.2,107.2,255.8,4.201013632,660,889.0,Non Stackable,8504 3121,USD,143786.69,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,1.64,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1495,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,1643 RC-Divider,153.2,107.2,255.8,4.201013632,660,889.0,Non Stackable,8504 3121,USD,146082.88,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,1.64,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1496,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,1648 RC-Divider,153.2,107.2,255.8,4.201013632,660,889.0,Non Stackable,8504 3121,USD,143786.69,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,1.64,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1497,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,1644 RC-Divider,153.2,107.2,255.8,4.201013632,660,891.0,Non Stackable,8504 3121,USD,146082.88,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,1.64,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1498,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,1645 RC-Divider,153.2,107.2,255.8,4.201013632,660,889.0,Non Stackable,8504 3121,USD,146082.88,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,1.64,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1499,HVDC-ADOPT-SIM-0038,,MIR,,,1.0,Indoor,1647 RC-Divider,153.2,107.2,255.8,4.201013632,660,889.0,Non Stackable,8504 3121,USD,143786.69,Anne Maersk,Germany,Hamburg,Khalifa port,2024-11-06,2024-12-09,,,,,,,,,,,2025-01-10,,,,CASE_LIST,,1.0,site,MIR,2025-01-10,site,0,1,1,1,2,1.64,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1500,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Preassembled Accessories,115.0,85.0,51.0,0.498525,85,132.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,0.98,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1501,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Preassembled Accessories,83.0,83.0,51.0,0.351339,83,133.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,0.69,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1502,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Preassembled Accessories,115.0,85.0,91.0,0.889525,180,231.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,0.98,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1503,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Connection Module Passive,263.2,187.2,142.8,7.035904512,620,982.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,4.93,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1504,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Connection Module Passive,247.2,107.2,134.0,3.55097856,310,517.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,2.65,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1505,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Connection Module Passive,208.2,167.2,152.8,5.319126912,640,930.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,3.48,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1506,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Connection Module Passive,342.2,157.2,134.8,7.251409632000001,825,1232.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,5.38,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1507,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Connection Module Passive,252.2,107.2,134.0,3.62280256,310,514.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,2.7,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1508,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Connection Module Passive,268.2,192.2,142.8,7.361060112,620,999.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,5.15,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1509,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Connection Module Passive,258.2,132.2,190.8,6.512774832,560,848.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,3.41,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1510,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Connection Module Passive,167.2,107.2,144.0,2.58103296,315,473.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,1.79,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1511,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Connection Module Passive,323.2,117.2,130.8,4.954578432000001,395,644.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,3.79,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1512,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Connection Module Passive,502.2,232.2,131.8,15.369308712,830,1589.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,11.66,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1513,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Connection Module Passive,427.2,237.2,131.8,13.355536512,740,1453.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,10.13,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1514,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Pipe Long Outdoor,767.2,247.2,131.8,24.996112512,1260,2478.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,18.97,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1515,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Connection Module Passive,732.2,247.2,166.8,30.190773312,1700,2939.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,18.1,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1516,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Connection Module Passive,817.2,229.2,166.8,31.242013632,1900,3152.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,18.73,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1517,HVDC-ADOPT-SIM-0039,,SHU,,,1.0,Outdoor,Pendulum Support for the lower,85.0,35.0,40.0,0.119,49,64.0,Non Stackable,8538 9099,USD,37586.07388888889,EVELYN MAERSK ,Germany,Hamburg,Khalifa port,2024-11-01,2024-12-05,,,,,,,,,,,,2024-12-17,,,CASE_LIST,,1.0,site,SHU,2024-12-17,site,0,1,1,1,2,0.3,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
1518,HVDC-ADOPT-SIM-0040,,MIR,,,1.0,Indoor,Varnish Alexit Ral 9006,29.0,22.0,33.0,0.021054,3.4,5.1,Non Stackable,32082090,USD,41.91,ALETTE MAERSK,Germany,Hamburg,Khalifa port,2025-03-03,2025-04-06,,,,,,,,,,,2025-04-24,,,,CASE_LIST,,1.0,site,MIR,2025-04-24,site,0,1,1,1,2,0.06,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1519,HVDC-ADOPT-SIM-0040,,MIR,,,,,Varnish Alexit 5225,,,,,,,Non Stackable,32082090,USD,31.7,ALETTE MAERSK,Germany,Hamburg,Khalifa port,2025-03-03,2025-04-06,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1520,HVDC-ADOPT-SIM-0040,,MIR,,,,,Hardener 402,,,,,,,Non Stackable,39119019,USD,39.72,ALETTE MAERSK,Germany,Hamburg,Khalifa port,2025-03-03,2025-04-06,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1521,HVDC-ADOPT-SIM-0040,,MIR,,,,,Celerol primer 918,,,,,,,Non Stackable,32082090,USD,41.08,ALETTE MAERSK,Germany,Hamburg,Khalifa port,2025-03-03,2025-04-06,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1522,HVDC-ADOPT-SIM-0040,,MIR,,,1.0,Indoor,Varnish Alexit 5225,29.0,22.0,33.0,0.021054,3.4,5.1,Non Stackable,32082090,USD,63.4,ALETTE MAERSK,Germany,Hamburg,Khalifa port,2025-03-03,2025-04-06,,,,,,,,,,,2025-04-24,,,,CASE_LIST,,1.0,site,MIR,2025-04-24,site,0,1,1,1,2,0.06,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1523,HVDC-ADOPT-SIM-0040,,MIR,,,,,Hardener 402,,,,,,,Non Stackable,39119019,USD,39.72,ALETTE MAERSK,Germany,Hamburg,Khalifa port,2025-03-03,2025-04-06,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1524,HVDC-ADOPT-SIM-0040,,MIR,,,,,Celerol primer 918,,,,,,,Non Stackable,32082090,USD,41.08,ALETTE MAERSK,Germany,Hamburg,Khalifa port,2025-03-03,2025-04-06,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1525,HVDC-ADOPT-SIM-0040,,MIR,,,1.0,Indoor,Varnish Alexit 5225,29.0,22.0,33.0,0.021054,1.9,3.5,Non Stackable,32082090,USD,31.11,ALETTE MAERSK,Germany,Hamburg,Khalifa port,2025-03-03,2025-04-06,,,,,,,,,,,2025-04-24,,,,CASE_LIST,,1.0,site,MIR,2025-04-24,site,0,1,1,1,2,0.06,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
1526,HVDC-ADOPT-SIM-0040,,MIR,,,,,Hardener 402,,,,,,,Non Stackable,39119019,USD,19.86,ALETTE MAERSK,Germany,Hamburg,Khalifa port,2025-03-03,2025-04-06,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
1527,HVDC-ADOPT-SIM-0040,,MIR,,,,,LACQUER REPAIR,,,,,,,Non Stackable,32089091,USD,29.4,ALETTE MAERSK,Germany,Hamburg,Khalifa port,2025-03-03,2025-04-06,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
