no.,Shipment Invoice No.,SCT Ref.No,Site,EQ No,Case No.,Pkg,Storage,Description,L(CM),W(CM),H(CM),CBM,N.W(kgs),G.W(kgs),Stack,HS Code,Currency,Price,Vessel,COE,POL,POD,ETD/ATD,ETA/ATA,DHL WH,DSV Indoor,DSV Al Markaz,AAA Storage,DSV Outdoor,DSV MZP,MOSB,Hauler Indoor,JDN MZD,Shifting,MIR,SHU,DAS,AGI,Source_Sheet,Status_WAREHOUSE,Status_SITE,Status_Current,Status_Location,Status_Location_Date,Status_Storage,wh handling,site handling,total handling,minus,final handling,SQM,고유 중복,Vendor,Source_Vendor,__case_key__,__dup_label__,Source_File,Status_Location_YearMonth,site_handling_original,total_handling_original,wh_handling_original,FLOW_CODE_ORIG,FLOW_OVERRIDE_REASON,FLOW_CODE,FLOW_DESCRIPTION,Final_Location
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASE_LIST,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,중복,,SIEMENS,,중복,SIMENSE(SIM),,0,0,0,0,,0,Flow 0: Pre Arrival,Pre Arrival
2,HVDC-ADOPT-SIM-0001,,ALL,,,28.0,Outdoor,LV Cable,,,,55.22,20389,26633.0,Non Stackable,8544 4999,EUR,235427.37,Eugen Maersk,BELGIUM,Antwerp,Khalifa port,2024-02-09,2024-03-14,,,,,,,,,,,2024-04-18,2024-03-28,2024-04-04,2024-04-18,CASE_LIST,,1.0,site,MIR,2024-04-18,site,0,4,4,4,8,,중복,,SIEMENS,,중복,SIMENSE(SIM),,4,4,0,1,,1,Flow 1: Port → Site,MIR
3,HVDC-ADOPT-SIM-0002,,SHU,,,1.0,Outdoor,"SURGE-ARRESTER-UNIT, BOTTOM",300.0,160.0,90.0,4.32,567,867.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,,2024-06-24,,,CASE_LIST,,1.0,site,SHU,2024-06-24,site,0,1,1,1,2,4.8,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
4,HVDC-ADOPT-SIM-0002,,SHU,,,1.0,Outdoor,"SURGE-ARRESTER-UNIT, UPPER",300.0,160.0,90.0,4.32,486,786.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,,2024-06-24,,,CASE_LIST,,1.0,site,SHU,2024-06-24,site,0,1,1,1,2,4.8,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
5,HVDC-ADOPT-SIM-0002,,MIR,,,1.0,Outdoor,"SURGE-ARRESTER-UNIT, BOTTOM",300.0,160.0,90.0,4.32,605,905.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,2024-06-24,,,,CASE_LIST,,1.0,site,MIR,2024-06-24,site,0,1,1,1,2,4.8,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
6,HVDC-ADOPT-SIM-0002,,MIR,,,1.0,Outdoor,"SURGE-ARRESTER-UNIT, UPPER",300.0,160.0,90.0,4.32,502,802.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,2024-06-24,,,,CASE_LIST,,1.0,site,MIR,2024-06-24,site,0,1,1,1,2,4.8,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
7,HVDC-ADOPT-SIM-0002,,SHU,,,1.0,Outdoor,"SURGE-ARRESTER-UNIT, BOTTOM",300.0,160.0,90.0,4.32,571,871.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,,2024-06-24,,,CASE_LIST,,1.0,site,SHU,2024-06-24,site,0,1,1,1,2,4.8,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
8,HVDC-ADOPT-SIM-0002,,SHU,,,1.0,Outdoor,"SURGE-ARRESTER-UNIT, UPPER",300.0,160.0,90.0,4.32,501,801.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,,2024-06-24,,,CASE_LIST,,1.0,site,SHU,2024-06-24,site,0,1,1,1,2,4.8,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
9,HVDC-ADOPT-SIM-0002,,MIR,,,1.0,Outdoor,"SURGE-ARRESTER-UNIT, BOTTOM",300.0,160.0,90.0,4.32,570,870.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,2024-06-24,,,,CASE_LIST,,1.0,site,MIR,2024-06-24,site,0,1,1,1,2,4.8,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
10,HVDC-ADOPT-SIM-0002,,MIR,,,1.0,Outdoor,"SURGE-ARRESTER-UNIT, UPPER",300.0,160.0,90.0,4.32,523,823.0,Non Stackable,8535 4000,EUR,11775.0,HORSBURGH Maersk,Germany,Hamburg,Khalifa port,2024-05-04,2024-06-10,,,,,,,,,,,2024-06-24,,,,CASE_LIST,,1.0,site,MIR,2024-06-24,site,0,1,1,1,2,4.8,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
11,HVDC-ADOPT-SIM-0003,,DAS,,,1.0,Outdoor,GIS Wall Opening Sealing Covers,130.0,100.0,90.0,1.17,,,Non Stackable,,,,Land Transport,UAE,Vendor Shop,MOSB,2024-04-18,2024-04-18,,,,,,,,,,,,,2024-05-24,,CASE_LIST,,1.0,site,DAS,2024-05-24,site,0,1,1,1,2,1.3,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
12,HVDC-ADOPT-SIM-0003,,AGI,,,1.0,Outdoor,GIS Wall Opening Sealing Covers,130.0,100.0,90.0,1.17,,,Non Stackable,,,,Land Transport,UAE,Vendor Shop,MOSB,2024-04-18,2024-04-18,,,,,,,,,,,,,,2024-05-25,CASE_LIST,,1.0,site,AGI,2024-05-25,site,0,1,1,1,2,1.3,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,AGI
13,HVDC-ADOPT-SIM-0003,,MIR,,,1.0,Outdoor,GIS Wall Opening Sealing Covers,120.0,120.0,130.0,1.872,,,Non Stackable,,,,Land Transport,UAE,Vendor Shop,MOSB,2024-04-18,2024-04-18,,,,,,,,,,,2024-05-29,,,,CASE_LIST,,1.0,site,MIR,2024-05-29,site,0,1,1,1,2,1.44,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,MIR
14,HVDC-ADOPT-SIM-0003,,SHU,,,1.0,Outdoor,GIS Wall Opening Sealing Covers,120.0,120.0,130.0,1.872,,,Non Stackable,,,,Land Transport,UAE,Vendor Shop,MOSB,2024-04-18,2024-04-18,,,,,,,,,,,,2024-05-27,,,CASE_LIST,,1.0,site,SHU,2024-05-27,site,0,1,1,1,2,1.44,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
15,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,(=C00+R11) 400kv Main 2 BBP & BFP Panel -1,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
16,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,(=C00+R12) 400kv Main 2 BBP & BFP Panel -1,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
17,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,(=C00+R13) 400kv Main 2 BBP & BFP Panel -3,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
18,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,400kv Converter TR. FDR. Relay Panel (=C02+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
19,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,400kv Bus Cuopler 1A-2A Relay Panel (=C03+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
20,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,400kv Cable Feeder Relay Panel (=C04+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
21,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,400kv Cable Feeder Relay Panel (=C04+R02,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
22,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,400kv Bus Section 1A-1B Relay Panel (=C05+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
23,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,400kv Bus Section 2A-2B Relay Panel (=C06+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
24,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,400kv Cable Feeder Relay Panel (=C07+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
25,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,400kv Cable Feeder Relay Panel (=C07+R02,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
26,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,400kv Bus Cuopler 1B-2B Relay Panel (=C08+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
27,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,400kv Converter TR. FDR. Relay Panel (=C09+R01,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
28,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,(=C00+X1) 400kv SCMS Common Alarm Panel,90.0,92.0,238.0,1.97064,357,357.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.83,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
29,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,(=C00+XV01) 400kv SCMS - Controller Panel 1,100.0,90.0,238.0,2.142,450,450.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.9,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
30,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,(=C00+XV02) 400kv SCMS - Controller Panel 2,100.0,90.0,238.0,2.142,450,450.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.9,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
31,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,(=C00+XV03) 400kv SCMS - Communication Panel 1,100.0,90.0,238.0,2.142,450,450.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.9,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
32,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,(=C00+XV04) 400kv SCMS - Communication Panel 2,100.0,90.0,238.0,2.142,450,450.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.9,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
33,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,(=C00+XV05) 400kv SCMS - DMZ Panel,100.0,90.0,238.0,2.142,450,450.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.9,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
34,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,(=X00+XV01) FMS Local Evaluation Panel,100.0,90.0,238.0,2.142,450,450.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,0.9,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
35,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,(=C00+P1) 400kv ON-Line SF6 Gas Monitoring Cubicle,95.0,130.0,238.0,2.9393,550,550.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,1.24,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
36,HVDC-ADOPT-SIM-0004,,SHU,,,1.0,Indoor,Accessories,120.0,120.0,160.0,2.304,550,550.0,Non Stackable,,,,Land Transport,UAE,Vendor Shop,DSV,2024-05-08,2024-05-09,,,,,,,,,,,,2024-11-06,,,CASE_LIST,,1.0,site,SHU,2024-11-06,site,0,1,1,1,2,1.44,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,SHU
37,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Connection module active,233.2,167.2,172.8,6.737651711999999,730,1048.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-08-31,,CASE_LIST,,1.0,site,DAS,2024-08-31,site,0,1,1,1,2,3.9,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
38,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,CASE_LIST,,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
39,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,CASE_LIST,,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
40,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,CASE_LIST,,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
41,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,CASE_LIST,,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
42,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,CASE_LIST,,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
43,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,CASE_LIST,,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
44,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,CASE_LIST,,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,1.32,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
45,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-19,,CASE_LIST,,1.0,site,DAS,2024-11-19,site,0,1,1,1,2,1.32,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
46,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Voltage transformer,123.2,107.2,165.8,2.189727232000001,430,587.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-10-13,,CASE_LIST,,1.0,site,DAS,2024-10-13,site,0,1,1,1,2,1.32,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
47,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Connection module active,193.2,177.2,142.8,4.888763711999999,490,769.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-26,,CASE_LIST,,1.0,site,DAS,2024-11-26,site,0,1,1,1,2,3.42,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
48,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Voltage transformer,143.2,127.2,175.8,3.202204032,710,910.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-10-03,,CASE_LIST,,1.0,site,DAS,2024-10-03,site,0,1,1,1,2,1.82,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
49,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,STIFFENER FOR EXPANSIONDAS-B,120.0,80.0,60.0,0.576,200,200.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-10-03,,CASE_LIST,,1.0,site,DAS,2024-10-03,site,0,1,1,1,2,0.96,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
50,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Steel support,280.0,75.0,75.0,1.575,733,733.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-12,,CASE_LIST,,1.0,site,DAS,2024-11-12,site,0,1,1,1,2,2.1,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
51,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Steel support,120.0,80.0,75.0,0.72,937,937.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-10-13,,CASE_LIST,,1.0,site,DAS,2024-10-13,site,0,1,1,1,2,0.96,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
52,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Steel support,120.0,80.0,55.0,0.528,1033,1033.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-09,,CASE_LIST,,1.0,site,DAS,2024-11-09,site,0,1,1,1,2,0.96,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
53,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Steel support,120.0,80.0,37.0,0.3552,862,862.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-10-13,,CASE_LIST,,1.0,site,DAS,2024-10-13,site,0,1,1,1,2,0.96,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
54,HVDC-ADOPT-SIM-0005,,DAS,,,1.0,Outdoor,Steel support,120.0,80.0,55.0,0.528,715,715.0,Non Stackable,8537 2099,USD,56056.784375,MAERSK HOUSTON,Germany,Hamburg,Khalifa port,2024-07-03,2024-08-08,,,,,,,,,,,,,2024-11-12,,CASE_LIST,,1.0,site,DAS,2024-11-12,site,0,1,1,1,2,0.96,중복,,SIEMENS,,중복,SIMENSE(SIM),,1,1,0,1,,1,Flow 1: Port → Site,DAS
