s_no,sheet_name,description,rate_source,unit_rate,quantity,total_usd,status,flag,delta_pct,cg_band,charge_group,issues,tolerance,ref_rate_usd,doc_aed,gate_status,gate_score,gate_fails,supporting_docs_list,evidence_count,evidence_types
2,HE0516,CUSTOMS CLEARANCE FEE,CONTRACT,150.0,1.0,150.0,REVIEW_NEEDED,OK,0.0,PASS,Contract,[],0.03,150.0,,FAIL,83.3,Gate_01,"[{'file_name': '20. HVDC-ADOPT-HE-0516_SupportingDocs(BOE).pdf', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\20. HVDC-ADOPT-HE-0516_SupportingDocs(BOE).pdf', 'doc_type': 'BOE', 'file_size': 188264, 'parsed_data': {'header': {'doc_type': 'BOE', 'doc_number': None, 'doc_date': None, 'item_code': 'HVDC-ADOPT-HE-0516', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\20. HVDC-ADOPT-HE-0516_SupportingDocs(BOE).pdf', 'file_hash': 'd75d9dd5c4edd39e02c02e63aff557ef260d74f3056d3410f55a891ab7b32564', 'parsed_at': '2025-11-04T07:25:56.943050'}, 'dec_no': None, 'dec_date': None, 'dec_type': None, 'port_type': None, 'mbl_no': 'AMS', 'vessel': None, 'voyage_no': None, 'manifest_reg_no': None, 'containers': None, 'num_containers': None, 'hs_code': None, 'description': 'ﺮﻌﺴﻟﺍ 27 ﻉﻮﻨﻟﺍ 26 VALUE\n0 0 1178964 .391758 SEK 3009418.59 SWE OTHERS - OTHER PARTS 841989000000', 'quantity': None, 'unit': None, 'gross_weight_kg': None, 'net_weight_kg': None, 'value_usd': None, 'value_aed': None, 'cif_value_aed': 1178964.0, 'duty_aed': 48.0, 'vat_aed': None, 'total_charges_aed': None, 'importer': None, 'importer_trn': None, 'shipper': None, 'consignee': None, 'debit_notes': None, 'pol': None, 'pod': None, 'country_origin': None}, 'parsing_error': None, 'dec_no': None, 'mbl_no': 'AMS', 'value_usd': None, 'value_aed': None, 'containers': None, 'hs_code': None}]",1,['BOE']
1,HE0517,MASTER DO FEE,CONTRACT,80.0,1.0,80.0,FAIL,CRITICAL,-46.67,CRITICAL,Contract,['Contract 과다/과소 청구: Delta -46.67% (Ref: $150.0)'],0.03,150.0,,FAIL,83.3,Gate_01,"[{'file_name': '21. HVDC-ADOPT-HE-0517_SupportingDocs(BOE).pdf', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\21. HVDC-ADOPT-HE-0517_SupportingDocs(BOE).pdf', 'doc_type': 'BOE', 'file_size': 249193, 'parsed_data': {'header': {'doc_type': 'BOE', 'doc_number': None, 'doc_date': None, 'item_code': 'HVDC-ADOPT-HE-0517', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\21. HVDC-ADOPT-HE-0517_SupportingDocs(BOE).pdf', 'file_hash': 'f3f4d575934f79adb5c0db010a099f52333dc04583bd95cc6dc34c0db5d9e941', 'parsed_at': '2025-11-04T07:25:57.611130'}, 'dec_no': None, 'dec_date': None, 'dec_type': None, 'port_type': None, 'mbl_no': 'VIE', 'vessel': None, 'voyage_no': None, 'manifest_reg_no': None, 'containers': None, 'num_containers': None, 'hs_code': None, 'description': 'ﺮﻌﺴﻟﺍ 27 ﻉﻮﻨﻟﺍ 26 VALUE\n0 0 981934 4.27383 EUR 229755.14 AUT Connection and contact elements for wires 853690100000', 'quantity': None, 'unit': None, 'gross_weight_kg': None, 'net_weight_kg': None, 'value_usd': None, 'value_aed': None, 'cif_value_aed': 981934.0, 'duty_aed': 48.0, 'vat_aed': None, 'total_charges_aed': None, 'importer': None, 'importer_trn': None, 'shipper': None, 'consignee': None, 'debit_notes': None, 'pol': None, 'pod': None, 'country_origin': None}, 'parsing_error': None, 'dec_no': None, 'mbl_no': 'VIE', 'value_usd': None, 'value_aed': None, 'containers': None, 'hs_code': None}]",1,['BOE']
2,HE0517,CUSTOMS CLEARANCE FEE,CONTRACT,150.0,1.0,150.0,REVIEW_NEEDED,OK,0.0,PASS,Contract,[],0.03,150.0,,FAIL,83.3,Gate_01,"[{'file_name': '21. HVDC-ADOPT-HE-0517_SupportingDocs(BOE).pdf', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\21. HVDC-ADOPT-HE-0517_SupportingDocs(BOE).pdf', 'doc_type': 'BOE', 'file_size': 249193, 'parsed_data': {'header': {'doc_type': 'BOE', 'doc_number': None, 'doc_date': None, 'item_code': 'HVDC-ADOPT-HE-0517', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\21. HVDC-ADOPT-HE-0517_SupportingDocs(BOE).pdf', 'file_hash': 'f3f4d575934f79adb5c0db010a099f52333dc04583bd95cc6dc34c0db5d9e941', 'parsed_at': '2025-11-04T07:25:57.611130'}, 'dec_no': None, 'dec_date': None, 'dec_type': None, 'port_type': None, 'mbl_no': 'VIE', 'vessel': None, 'voyage_no': None, 'manifest_reg_no': None, 'containers': None, 'num_containers': None, 'hs_code': None, 'description': 'ﺮﻌﺴﻟﺍ 27 ﻉﻮﻨﻟﺍ 26 VALUE\n0 0 981934 4.27383 EUR 229755.14 AUT Connection and contact elements for wires 853690100000', 'quantity': None, 'unit': None, 'gross_weight_kg': None, 'net_weight_kg': None, 'value_usd': None, 'value_aed': None, 'cif_value_aed': 981934.0, 'duty_aed': 48.0, 'vat_aed': None, 'total_charges_aed': None, 'importer': None, 'importer_trn': None, 'shipper': None, 'consignee': None, 'debit_notes': None, 'pol': None, 'pod': None, 'country_origin': None}, 'parsing_error': None, 'dec_no': None, 'mbl_no': 'VIE', 'value_usd': None, 'value_aed': None, 'containers': None, 'hs_code': None}]",1,['BOE']
1,SCT0145,MASTER DO FEE,CONTRACT,80.0,1.0,80.0,FAIL,CRITICAL,-46.67,CRITICAL,Contract,['Contract 과다/과소 청구: Delta -46.67% (Ref: $150.0)'],0.03,150.0,,FAIL,83.3,Gate_01,"[{'file_name': '22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'doc_type': 'DO', 'file_size': 233075, 'parsed_data': {'header': {'doc_type': 'DO', 'doc_number': None, 'doc_date': None, 'item_code': 'HVDC-ADOPT-SCT-0145', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_hash': 'ff35c8171c44cb62a34d13ec2fc6de2ca11deff69525f75b0c2eeaaf1b1fc69f', 'parsed_at': '2025-11-04T07:25:58.271459'}, 'do_number': None, 'do_date': None, 'delivery_valid_until': None, 'mbl_no': None, 'hbl_no': None, 'vessel': None, 'voyage_no': None, 'manifest_reg_no': None, 'containers': [{'container_no': 'BAMF0018575', 'seal_no': 'HVDC'}], 'quantity': 1, 'weight_kg': None, 'volume_cbm': None, 'description': None, 'marks_numbers': None, 'importer': None, 'consignee': None, 'shipping_line': None, 'agent_code': None, 'port_origin': None, 'port_loading': None, 'port_discharge': None, 'ocean_freight_usd': None, 'empty_return_depot': None, 'empty_return_location': None}, 'parsing_error': None, 'do_number': None, 'mbl_no': None, 'containers': ['BAMF0018575']}]",1,['DO']
2,SCT0145,CUSTOMS CLEARANCE FEE,CONTRACT,150.0,1.0,150.0,REVIEW_NEEDED,OK,0.0,PASS,Contract,[],0.03,150.0,,FAIL,83.3,Gate_01,"[{'file_name': '22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'doc_type': 'DO', 'file_size': 233075, 'parsed_data': {'header': {'doc_type': 'DO', 'doc_number': None, 'doc_date': None, 'item_code': 'HVDC-ADOPT-SCT-0145', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_hash': 'ff35c8171c44cb62a34d13ec2fc6de2ca11deff69525f75b0c2eeaaf1b1fc69f', 'parsed_at': '2025-11-04T07:25:58.271459'}, 'do_number': None, 'do_date': None, 'delivery_valid_until': None, 'mbl_no': None, 'hbl_no': None, 'vessel': None, 'voyage_no': None, 'manifest_reg_no': None, 'containers': [{'container_no': 'BAMF0018575', 'seal_no': 'HVDC'}], 'quantity': 1, 'weight_kg': None, 'volume_cbm': None, 'description': None, 'marks_numbers': None, 'importer': None, 'consignee': None, 'shipping_line': None, 'agent_code': None, 'port_origin': None, 'port_loading': None, 'port_discharge': None, 'ocean_freight_usd': None, 'empty_return_depot': None, 'empty_return_location': None}, 'parsing_error': None, 'do_number': None, 'mbl_no': None, 'containers': ['BAMF0018575']}]",1,['DO']
3,SCT0145,AIRPORT TERMINAL HANDLING FEE,CONTRACT,0.55,25.0,13.750000000000002,REVIEW_NEEDED,OK,0.0,PASS,Contract,[],0.03,,,FAIL,83.3,Gate_01,"[{'file_name': '22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'doc_type': 'DO', 'file_size': 233075, 'parsed_data': {'header': {'doc_type': 'DO', 'doc_number': None, 'doc_date': None, 'item_code': 'HVDC-ADOPT-SCT-0145', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_hash': 'ff35c8171c44cb62a34d13ec2fc6de2ca11deff69525f75b0c2eeaaf1b1fc69f', 'parsed_at': '2025-11-04T07:25:58.271459'}, 'do_number': None, 'do_date': None, 'delivery_valid_until': None, 'mbl_no': None, 'hbl_no': None, 'vessel': None, 'voyage_no': None, 'manifest_reg_no': None, 'containers': [{'container_no': 'BAMF0018575', 'seal_no': 'HVDC'}], 'quantity': 1, 'weight_kg': None, 'volume_cbm': None, 'description': None, 'marks_numbers': None, 'importer': None, 'consignee': None, 'shipping_line': None, 'agent_code': None, 'port_origin': None, 'port_loading': None, 'port_discharge': None, 'ocean_freight_usd': None, 'empty_return_depot': None, 'empty_return_location': None}, 'parsing_error': None, 'do_number': None, 'mbl_no': None, 'containers': ['BAMF0018575']}]",1,['DO']
4,SCT0145,TRANSPORTATION CHARGES (3 TON PU) FROM AUH AIRPORT TO MOSB,CONTRACT,100.0,1.0,100.0,REVIEW_NEEDED,OK,0.0,PASS,Contract,[],0.03,100.0,,FAIL,83.3,Gate_01,"[{'file_name': '22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'doc_type': 'DO', 'file_size': 233075, 'parsed_data': {'header': {'doc_type': 'DO', 'doc_number': None, 'doc_date': None, 'item_code': 'HVDC-ADOPT-SCT-0145', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_hash': 'ff35c8171c44cb62a34d13ec2fc6de2ca11deff69525f75b0c2eeaaf1b1fc69f', 'parsed_at': '2025-11-04T07:25:58.271459'}, 'do_number': None, 'do_date': None, 'delivery_valid_until': None, 'mbl_no': None, 'hbl_no': None, 'vessel': None, 'voyage_no': None, 'manifest_reg_no': None, 'containers': [{'container_no': 'BAMF0018575', 'seal_no': 'HVDC'}], 'quantity': 1, 'weight_kg': None, 'volume_cbm': None, 'description': None, 'marks_numbers': None, 'importer': None, 'consignee': None, 'shipping_line': None, 'agent_code': None, 'port_origin': None, 'port_loading': None, 'port_discharge': None, 'ocean_freight_usd': None, 'empty_return_depot': None, 'empty_return_location': None}, 'parsing_error': None, 'do_number': None, 'mbl_no': None, 'containers': ['BAMF0018575']}]",1,['DO']
5,SCT0145,AIRPORT STORAGE FEE,AT COST,8.168822328114365,1.0,8.168822328114365,REVIEW_NEEDED,OK,0.0,PASS,AtCost,[],0.03,,,FAIL,83.3,Gate_01,"[{'file_name': '22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'doc_type': 'DO', 'file_size': 233075, 'parsed_data': {'header': {'doc_type': 'DO', 'doc_number': None, 'doc_date': None, 'item_code': 'HVDC-ADOPT-SCT-0145', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_hash': 'ff35c8171c44cb62a34d13ec2fc6de2ca11deff69525f75b0c2eeaaf1b1fc69f', 'parsed_at': '2025-11-04T07:25:58.271459'}, 'do_number': None, 'do_date': None, 'delivery_valid_until': None, 'mbl_no': None, 'hbl_no': None, 'vessel': None, 'voyage_no': None, 'manifest_reg_no': None, 'containers': [{'container_no': 'BAMF0018575', 'seal_no': 'HVDC'}], 'quantity': 1, 'weight_kg': None, 'volume_cbm': None, 'description': None, 'marks_numbers': None, 'importer': None, 'consignee': None, 'shipping_line': None, 'agent_code': None, 'port_origin': None, 'port_loading': None, 'port_discharge': None, 'ocean_freight_usd': None, 'empty_return_depot': None, 'empty_return_location': None}, 'parsing_error': None, 'do_number': None, 'mbl_no': None, 'containers': ['BAMF0018575']}]",1,['DO']
6,SCT0145,APPOINTMENT FEE,AT COST,7.351940095302927,1.0,7.351940095302927,REVIEW_NEEDED,OK,0.03,PASS,PortalFee,[],0.005,7.35,27.0,FAIL,83.3,Gate_01,"[{'file_name': '22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'doc_type': 'DO', 'file_size': 233075, 'parsed_data': {'header': {'doc_type': 'DO', 'doc_number': None, 'doc_date': None, 'item_code': 'HVDC-ADOPT-SCT-0145', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_hash': 'ff35c8171c44cb62a34d13ec2fc6de2ca11deff69525f75b0c2eeaaf1b1fc69f', 'parsed_at': '2025-11-04T07:25:58.271459'}, 'do_number': None, 'do_date': None, 'delivery_valid_until': None, 'mbl_no': None, 'hbl_no': None, 'vessel': None, 'voyage_no': None, 'manifest_reg_no': None, 'containers': [{'container_no': 'BAMF0018575', 'seal_no': 'HVDC'}], 'quantity': 1, 'weight_kg': None, 'volume_cbm': None, 'description': None, 'marks_numbers': None, 'importer': None, 'consignee': None, 'shipping_line': None, 'agent_code': None, 'port_origin': None, 'port_loading': None, 'port_discharge': None, 'ocean_freight_usd': None, 'empty_return_depot': None, 'empty_return_location': None}, 'parsing_error': None, 'do_number': None, 'mbl_no': None, 'containers': ['BAMF0018575']}]",1,['DO']
7,SCT0145,DOCUMENT PROCESSING FEE,AT COST,9.530292716133424,1.0,9.530292716133424,REVIEW_NEEDED,OK,0.0,PASS,PortalFee,[],0.005,9.53,35.0,FAIL,83.3,Gate_01,"[{'file_name': '22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'doc_type': 'DO', 'file_size': 233075, 'parsed_data': {'header': {'doc_type': 'DO', 'doc_number': None, 'doc_date': None, 'item_code': 'HVDC-ADOPT-SCT-0145', 'file_path': 'C:\\Users\\SAMSUNG\\Downloads\\HVDC_Invoice_Audit-20251012T195441Z-1-001-20251013T035444Z-1-001\\HVDC_Invoice_Audit-20251012T195441Z-1-001\\HVDC_Invoice_Audit\\01_DSV_SHPT\\Data\\DSV 202510\\SCNT (HVDC) Import Shipments (Oct 2025) - Supporting Documents\\22. HVDC-ADOPT-SCT-0145_SupportingDocs.pdf', 'file_hash': 'ff35c8171c44cb62a34d13ec2fc6de2ca11deff69525f75b0c2eeaaf1b1fc69f', 'parsed_at': '2025-11-04T07:25:58.271459'}, 'do_number': None, 'do_date': None, 'delivery_valid_until': None, 'mbl_no': None, 'hbl_no': None, 'vessel': None, 'voyage_no': None, 'manifest_reg_no': None, 'containers': [{'container_no': 'BAMF0018575', 'seal_no': 'HVDC'}], 'quantity': 1, 'weight_kg': None, 'volume_cbm': None, 'description': None, 'marks_numbers': None, 'importer': None, 'consignee': None, 'shipping_line': None, 'agent_code': None, 'port_origin': None, 'port_loading': None, 'port_discharge': None, 'ocean_freight_usd': None, 'empty_return_depot': None, 'empty_return_location': None}, 'parsing_error': None, 'do_number': None, 'mbl_no': None, 'containers': ['BAMF0018575']}]",1,['DO']
