shipment_ref,origin,destination,origin_norm,destination_norm,vehicle,vehicle_norm,unit,rate_usd,ref_rate_usd,delta_pct,cg_band,contract_ok,supplier_grade,supplier_tol_ok,distance_km,ref_distance_km,per_km,anomaly_z,anomaly_flag,similarity,similarity_pass,confidence,ml_confidence,risk_score,fx_msg,decision,flags,unnamed: 0,unnamed: 1,unnamed: 2,unnamed: 3,unnamed: 4,unnamed: 5,unnamed: 6,unnamed: 7,unnamed: 8,unnamed: 9,unnamed: 10,unnamed: 11,unnamed: 12,unnamed: 13,unnamed: 14,unnamed: 15,amount_usd,currency,quantity,completeness,join_key,delta_abs,fx_ok,automation_ready
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,22,HVDC-DSV-PRE-MIR/SHU-230,SAMF0014512,LOADING,PRESTIGE MUSSAFAH,MIRFA PMO SAMSUNG,5,FLATBED,Contract,420,2100,,,2100,,See attached DN,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,,,,LOADING,PRESTIGE MUSSAFAH,SHUWEIHAT POWER STATION,4,FLATBED,Contract,600,2400,,,2400,,,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,23,HVDC-ADOPT-SCT-0123-0124,SAMF0014516,LOADING,DSV MUSSAFAH YARD,SAMSUNG MOSB YARD,1,FLATBED,Contract,200,200,,,200,,See attached DN,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,,,,LOADING,DSV MUSSAFAH YARD,"MIRFA PMO SAMSUNG +
 SHUWEIHAT POWER STATION",1,FLATBED,Contract,810,810,,,810,,,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,24,HVDC-ADOPT-HE-0499 ,SAMF0014565,LOADING,MOSB,SHUWEIHAT POWER STATION,2,LOWBED,As per offer,1524.8468345813478,3049.6936691626956,,,3049.6936691626956,See rate approval merged to DN,See attached DN ,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,25,HVDC-DSV-PRE-MDAS-232 (PEI_SCT-19LT-PJC-LPO-1450),SAMF0014575,LOADING,PRESTIGE MUSSAFAH,SAMSUNG MOSB YARD,1,3 TON PU,Contract,100,100,,,100,,See attached DN,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,,,,LOADING,SAMSUNG MOSB YARD,SHUWEIHAT POWER STATION,1,3 TON PU,Contract,210,210,,,210,,,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,26,HVDC-DSV-HAU-SHU-231,SAMF0014576,LOADING,HAULER DUBAI,SHUWEIHAT POWER STATION,2,FLATBED HAZMAT,Contract,1307.0115724982982,2614.0231449965963,272.2940776038121,,2886.3172226004085,"- FB Hazmat Rate (Hau-Shu)
- Additional AED 1000 for another location. Approval attached",See attached DN,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,27,HVDC-DSV-HE-AGI-233,SAMF0014583,LOADING,DSV M44 WAREHOUSE,SAMSUNG MOSB YARD,1,FLATBED,Contract,200,200,,,200,,See attached DN,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,28,HVDC-DSV-SHU-MIR-235,SAMF0014596,LOADING,SHUWEIHAT POWER STATION,MIRFA PMO SAMSUNG,1,FLATBED,Contract,600,600,,,600,,See attached DN,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,29,HVDC-DSV-SAS-SHU-234,SAMF0014603,LOADING,SAS POWER INDUSTRIES FZE,Shuweihat Power Station,1,FLATBED,As per offer,1780,1780,,115.72498298162016,1895.72498298162,RAK-SHJ (USD 400) + SHJ-JEA (USD 400) + JEA-SHU (USD 980),See attached DN,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,,,,,,,,,,,,,,,,,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,TOTAL AMOUNT,,,,,,,,,,,,,49786.93396868619,,,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,,,,,,,,,,,,,,,,,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,,,,,,,,,,,,,,,,,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,,,,,,,,,,,,,,,,,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,,,,,,,,,,,,,,,,,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,,,,,,,,,,,,,,,,,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,,,,,,,,,,,,,,,,2169.84,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,,,,,,,,,,,,,,,,1526.8176,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
,,,<NA>,<NA>,,<NA>,<na>,,,,REF_MISSING,False,A,True,,,,,0,0.0,False,0.16000000000000003,0.16000000000000003,0.0,USD_OK,PENDING_REVIEW,REF_MISSING,,,,,,,,,,,,,,,,643.0224000000001,,,,0.8,<NA>→<NA>|<NA>|<na>,,True,False
